"id","code","name","city","country","additional_info"
728,SI,"Ljubljana Jože
Pučnik Airport (LJU)",Ljubljana,Slovenia,"Midnight surcharge (22:00 – 7:00) + 25% Last minute request (less 72 hours) +25% Porter service - 55,00 up to 4 bags Infants 0 - 2 yo - free-of-charge
Children 2 - 12 - €290,00"
729,SI,"Ljubljana Jože
Pučnik Airport (LJU)",Ljubljana,Slovenia,"Porter services - 200,00 (p/service)
Business lounge (departure only) – 95,00 p/p Business lounge (arrival) – by request  Infants 0-1,99 – free-of-charge
Children – no discount
Last minute booking (< 3 days) + 25%"
730,SI,Maribor Edvard Rusjan Airport (MBX),Maribor,Slovenia,"Porter services - 200,00 (p/service) VIP/Business lounge – 150,00 p/hour, p/service Infants 0-1,99 – free-of-charge
Children – no discount
Last minute booking (< 3 days) + 25%"
731,SI,Portoroz Airport (POW),Portoroz,Slovenia,
732,SO,Aden Adde International Airport (MGQ),Mogadishu,Somalia,"Business lounge for ECO pax (departure) - 80,00 p/P Porter services - 40,00 (upto 3 bags)
Infants 0 - 2 yo - free-of-charge Children 2 - 12 - €170,00
Booking - min. 3 working days in advance Last minute requests + 25%"
733,SO,Cape Town International Airport (CPT),Cape Town,Somalia,"Baggage Assistance 1-4 pax = 110,00 RAMP Transport O/W 1-4 pax = 90,00 VIP Lounge = 60,00 p/pax
Last minute requests +25% (less than 48 hours)
Children till 12yo - 50% discount"
734,ZA,King Shaka International Airport (DUR),Durban,South Africa,"Baggage Assistance 1-4 pax = 110,00 RAMP Transport O/W 1-4 pax = 90,00 VIP Lounge = 60,00 p/pax
Last minute requests +25% (less than 48 hours)
Children till 12yo - 50% discount"
735,ZA,East London Airport (ELS),East London,South Africa,"Baggage Assistance 1-4 pax = 110,00 RAMP Transport O/W 1-4 pax = 90,00 VIP Lounge = 60,00 p/pax
Last minute requests +25% (less than 48 hours)
Children till 12yo - 50% discount"
736,ZA,George Airport (GRJ),George,South Africa,"Baggage Assistance 1-4 pax = 110,00 RAMP Transport O/W 1-4 pax = 90,00 VIP Lounge = 60,00 p/pax
Last minute requests +25% (less than 48 hours)
Children till 12yo - 50% discount"
737,ZA,O.R. Tambo International Airport (JNB),Johannesburg,South Africa,"Baggage Assistance 1-4 pax = 110,00 RAMP Transport O/W 1-4 pax = 90,00 VIP Lounge = 60,00 p/pax
Last minute requests +25% (less than 48 hours)
Children till 12yo - 50% discount"
738,ZA,Port Elizabeth Airport (PLZ),Port Elizabeth,South Africa,"Baggage Assistance 1-4 pax = 110,00 RAMP Transport O/W 1-4 pax = 90,00 VIP Lounge = 60,00 p/pax
Last minute requests +25% (less than 48 hours) Children till 12yo - 50% discount"
739,SS,Juba International Airport (JUB),Juba,South Sudan,N/A
740,ES,Adolfo Suárez Madrid–Barajas International Airport (MAD),Madrid,Spain,"Private transfer from/to aircraft at arrival incl. Private Lounge incl
Children under 5 years – free-of-charge
Night Services (22:00-07:00), Sunday & holidays + 25% Last minute requests (less 3 days) + 25%
Last minute requests (less 2 days) + 50% Lounge incl 2 hours only! Extra hour – 500,00
Transit services possible only if the layover is over 1
hour and less than up to 3 hours between flights!"
741,ES,Adolfo Suárez Madrid–Barajas International Airport (MAD),Madrid,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays +
25%"
742,ES,Barcelona–El Prat Airport (BCN),Barcelona,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays +
25%"
743,ES,Barcelona–El Prat Airport (BCN),Barcelona,Spain,"Porter services incl. VIP/Business Lounge incl.
Children till 12yo - 220,00 (arrival or departure); 320,00 (transit)
Last minute requests +25% (less than 2 days)
Night (22:00-07:00), Weekends & holidays + 25%"
823,TR,Antalya International Airport (AYT),Antalya,Turkey,"Porter service + 50,00 (up to 4 bags) CIP Lounge (departure) - 95,00 EUR p/p
Business Lounge (departure) – 65,00 EUR p/p Infants up to 1,99 yo – free-of-charge.
No discount for children"
744,ES,Alicante - Elche International Airport (ALC),Alicante,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
745,ES,Almeria Airport (LEI),Almeria,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
746,ES,Bilbao International Airport (BIO),Bilbao,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
747,ES,Girona – Costa Brava Airport (GRO),Girona,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
748,ES,Federico Garcia Alorca Granada Airport (GRX),Granada,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
749,ES,Ibiza International airport (IBZ),Ibiza,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
750,ES,Jerez International Airport (XRY),Jerez de la Frontera,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
751,ES,Lanzarote - Arrecife Airport (ACE),Lanzarote,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
752,ES,Gran Canaria International Airport (LPA),Las Palmas - Gran Canaria,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
753,ES,Málaga–Costa del Sol Airport (AGP),Malaga,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
754,ES,Palma de Mallorca International Airport  (PMI),Mallorca – Palma,Spain,"20% discount for goups/families from 3 pax.
Private Tarmac transfer (o/w) – 160,00 (up to 2 pax) Porter service + 110,00 (up to 4 bags)
VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
755,ES,"Mahon (Menorca)
International Airport (MAH)",Menorca,Spain,"20% discount for goups/families from 3 pax.
Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
756,ES,Murcia – San Javier Airport (MJV),Murcia,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
757,ES,Asturias International Airport (OVD),Oviedo,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
758,ES,Santader International Airport (SDR),Santander,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
759,ES,Seville Airport (SVQ),Seville,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
760,ES,Tenerife-South International Airport (TFS),Tenerife South,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
761,ES,Tenerife-North International (TFN),Tenerife North,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
762,ES,Valencia (Manises) International Airport (VLC),Valencia,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
763,ES,Vigo-Peinador Airport (VGO),Vigo,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
764,ES,Zaragoza Airport (ZAZ),Zaragoza,Spain,"20% discount for goups/families from 3 pax. Porter service + 110,00 (up to 4 bags) VIP/Business Lounge at departure +85,00 p/Pax Children till 11yo - 190,00
Last minute requests (less 2 days) + 25%
Night Services (22:00-07:00), Weekends & holidays + 25%"
765,LK,Bandaranaike International Airport (CMB),Colombo,Sri Lanka,"Porter service + 40,00 (up to 3 bags) VIP Lounge at departure +55,00 p/Pax Children till 12yo - 70,00
Last minute requests < 72 hours + 25%"
766,BL,Gustaf III Airport (SBH),Saint Barthelemy (St. Barth),St. Barthelemy,"Porter service incl. VIP Lounge N/A
Children till 12yo - 110,00
Last minute requests < 72 hours + 30% Dec. 25th & Jan 1st + 50%"
769,MF,Princess Juliana International Airport (SXM),Philipsburg,St. Maarten / Saint Martin,"Porter service incl.
VIP Lounge incl. upon departure Children till 12yo - 90,00 / 120,00
Last minute requests < 72 hours + 30% Dec. 25th & Jan 1st + 50%
NEW! JetBridge meeting + 300,00 for any group of pax"
770,VG,Cyril E. King Airport (STT),St. Thomas,St. Thomas,"Porter service + 45,00 (up to 3 bags) VIP Lounge at departure +55,00 p/Pax Children till 12yo - 50,00
Last minute requests < 72 hours + 25%"
771,SD,Khartoum International Airport (KRT),Khartoum,Sudan,"VIP Lounge incl.
Private transfer from/to a/c incl. Porter services incl.
Children till 12yo - 130,00
Last minute requests < 72 hours + 25%"
772,SD,Khartoum International Airport (KRT),Khartoum,Sudan,"Group up to 5 pax = 750,00 Group up to 10 pax = 1150,00
Porter service + 40,00 (up to 4 bags)
VIP Lounge at departure +65,00 p/Pax - by request Private transfer from/to a/c = 125,00 (up to 3 pax); 220,00 (4 - 10 pax)
Children till 12yo - 80,00
Last minute requests < 72 hours + 25%"
773,SD,El Fasher Airport (ELF),El Fasher,Sudan,"Group up to 5 pax = 750,00 Group up to 10 pax = 1150,00
Porter service + 40,00 (up to 4 bags)
VIP Lounge at departure +65,00 p/Pax - by request Private transfer from/to a/c = 125,00 (up to 3 pax); 220,00 (4 - 10 pax)
Children till 12yo - 80,00
Last minute requests < 72 hours + 25%"
774,SD,Nyala Airport (UYL),Nyala,Sudan,"Group up to 5 pax = 750,00 Group up to 10 pax = 1150,00
Porter service + 40,00 (up to 4 bags)
VIP Lounge at departure +65,00 p/Pax - by request Private transfer from/to a/c = 125,00 (up to 3 pax); 220,00 (4 - 10 pax)
Children till 12yo - 80,00
Last minute requests < 72 hours + 25%"
775,SD,Port Sudan New International Airport (PZU),Port Sudan,Sudan,"Group up to 5 pax = 750,00 Group up to 10 pax = 1150,00
Porter service + 40,00 (up to 4 bags)
VIP Lounge at departure +65,00 p/Pax - by request Private transfer from/to a/c = 125,00 (up to 3 pax); 220,00 (4 - 10 pax)
Children till 12yo - 80,00
Last minute requests < 72 hours + 25%"
776,SR,Paramaribo- Zanderij Johan Adolf Pengel International Airport (PBM),Paramaribo,Suriname,"Porter service - 35,00 (upto 4 pieces of luggage) Children till 12yo - 110,00
Last minute requests < 3 days  + 25%"
777,SZ,King Mswati III International Airport (SHO),Eswatini / Lubombo,Swaziland,"Group up to 5 pax = 880,00 Group up to 10 pax = 1250,00
Business lounge for ECO pax (departure) - 70,00 p/P Porter services - 45,00 (upto 3 bags)
VoA - 210,00 p/p
Booking - min. 3 working days in advance Last minute requests + 25%"
778,SE,Stockholm Arlanda Airport (ARN),Stockholm,Sweden,"Porter service - 65,00 (upto 4 pieces of luggage) Business Lounge at departure incl.
Private VIP lounge = 320,00 (1-3 pax) p/hour
One-way transport on airside = 170,00 up to 3 pax Children till 12yo - 90,00 / 125,00
Last minute requests < 72 hours + 25%"
779,SE,Stockholm Arlanda Airport (ARN),Stockholm,Sweden,"One-way transport on airside = 160,00 up to 4 pax Extra charge for VIP Lounge 290,00 p/hour
Up to 5 pax p/group
Children till 12yo - 150,00 / 250,00
Last minute requests < 3 business days + 25%  Holidays, Saundays, night time (22:00 - 07:00) + 380,00 p/group"
780,SE,Göteborg Landvetter Airport (GOT),Gotheburg / Göteborg,Sweden,"All in.
Private transfer from/to a/c incl. VIP lounge incl.
Porter services incl. Children till 12yo - 100,00
Last minute requests < 3 business days + 25% Night time (22:00 - 24:00) + 40%
Night time (24:00 - 07:00) + 60%"
781,SE,Göteborg Landvetter Airport (GOT),Gotheburg / Göteborg,Sweden,"Separate VIP  Lounge (upon departure only, up to 5 pax) = 350,00
Porter service - 65,00 (upto 4 pieces of luggage) Children till 12yo - 80,00
Last minute requests < 72 hours + 25%"
782,SE,Kiruna Airport (KRN),Kiruna,Sweden,"Porter service - 65,00 (upto 4 pieces of luggage) Children till 12yo - 80,00
Last minute requests < 72 hours + 25%
VIP/Business lounge - N/A"
783,CH,EuroAirport – Basel Mulhouse Freiburg (BSL),Basel,Switzerland,"Porter service + 50,00 (up to 3 bags) VIP Lounge at departure +75,00 p/Pax Children till 12yo - 110,00
Last minute requests < 48 hours + 25%"
784,CH,EuroAirport – Basel Mulhouse Freiburg (BSL),Basel,Switzerland,"All formalities inside the lounge. Limo transfer from/to a/c incl. Porter services incl.
Last minute requests < 48 hours + 25%"
785,CH,Bern  Airport (BRN),Bern,Switzerland,"Porter service + 50,00 (up to 3 bags) VIP Lounge at departure +70,00 p/Pax Children till 12yo - 70,00
Last minute requests < 48 hours + 25%"
786,CH,Geneva (Genf) International Airport (GVA),Geneva,Switzerland,"VIP Lounge incl. at departure
Private transfer to/from a/c (by request) - 175,00 (up to 3 pax)
Tax Free Refund assistance + 65,00 Porter service + 55,00 (up to 3 bags) Children till 12yo - 110,00 / 150,00 Last minute requests < 48 hours + 25%"
787,CH,Geneva (Genf) International Airport (GVA),Geneva,Switzerland,"Porter service + 35,00 (up to 4 bags) Infants 0-1,99 – free-of-charge Children till 12yo - 60,00
Last minute requests < 48 hours + 25%"
788,CH,Zurich – Kloten Airport (ZRH),Zurich,Switzerland,"Private transfer from/to aircraft incl. VIP Lounge incl.
Porter services incl.
Infants - free (till 2 yo). No discount for children. Last minute requests < 48 hours + 50%
Last minute rebooking < 48 hours + 50% Cancellation < 60 hours – 100%
VIP Lounge use only (2 hours) – 750,00 (up to 6 pax) NEW! Meeters & Greeters with lounge access – 350,00 p/p"
789,CH,Zurich – Kloten Airport (ZRH),Zurich,Switzerland,"Service limited up to 1 hour. Extra hour (regardless of pax) + 220,00
Porter service + 35,00 (up to 4 bags) Infants 0-1,99 – free-of-charge Children till 12yo - 50,00
Last minute requests < 48 hours + 25%"
